lsoa11cd,lsoa11nm,lsoa11_onsnm,lanm,imdrank,imddecile
W01000408,Penycae and Ruabon South 2,Wrexham 013D,Wrexham,780,5
W01000409,Plas Madoc,Wrexham 017E,Wrexham,54,1
W01000410,Ponciau 1,Wrexham 014D,Wrexham,1185,7
W01000411,Ponciau 2,Wrexham 015C,Wrexham,514,3
W01000412,Ponciau 3,Wrexham 015D,Wrexham,1094,6
W01000413,Queensway 1,Wrexham 010C,Wrexham,3,1
W01000414,Queensway 2,Wrexham 010D,Wrexham,108,1
W01000415,Rhosnesni 1,Wrexham 007C,Wrexham,1554,9
W01000416,Rhosnesni 2,Wrexham 007D,Wrexham,1851,10
W01000417,Rossett 1,Wrexham 020D,Wrexham,1805,10
W01000418,Rossett 2,Wrexham 020E,Wrexham,1497,8
W01000419,Ruabon 1,Wrexham 016D,Wrexham,678,4
W01000420,Ruabon 2,Wrexham 016E,Wrexham,807,5
W01000422,Stansty,Wrexham 008F,Wrexham,1118,6
W01000423,Whitegate 1,Wrexham 012D,Wrexham,435,3
W01000424,Whitegate 2,Wrexham 012E,Wrexham,913,5
W01000425,Wynnstay,Wrexham 010E,Wrexham,52,1
W01000426,Aber-craf,Powys 021A,Powys,855,5
W01000427,Beguildy,Powys 011A,Powys,848,5
W01000428,Berriew,Powys 005A,Powys,1309,7
W01000429,Blaen Hafren,Powys 010A,Powys,1356,8
W01000430,Bronllys,Powys 015A,Powys,1255,7
W01000431,Builth 1,Powys 014A,Powys,1132,6
W01000432,Builth 2,Powys 014B,Powys,1801,10
W01000433,Caersws,Powys 006A,Powys,1137,6
W01000434,Churchstoke,Powys 007A,Powys,1248,7
W01000438,Disserth and Trecoed,Powys 012A,Powys,651,4
W01000439,Dolforwyn,Powys 007B,Powys,1502,8
W01000440,Felin-fâch,Powys 020A,Powys,1539,9
W01000441,Forden,Powys 005B,Powys,1594,9
W01000442,Glantwymyn,Powys 004A,Powys,1238,7
W01000443,Glasbury,Powys 015B,Powys,1472,8
W01000444,Guilsfield,Powys 002A,Powys,1513,8
W01000445,Gwernyfed,Powys 015C,Powys,1268,7
W01000446,Hay,Powys 015D,Powys,1461,8
W01000447,Kerry,Powys 007C,Powys,1380,8
W01000448,Knighton 1,Powys 011B,Powys,1228,7
W01000449,Knighton 2,Powys 011C,Powys,1159,7
W01000450,Llanafanfawr,Powys 014C,Powys,1458,8
W01000451,Llanbadarn Fawr,Powys 012B,Powys,1360,8
W01000452,Llanbrynmair & Banwy,Powys 004B,Powys,888,5
W01000453,Llandinam,Powys 010B,Powys,1368,8
W01000454,Llandrindod East/Llandrindod West,Powys 013A,Powys,444,3
W01000455,Llandrindod North,Powys 013B,Powys,1021,6
W01000456,Llandrindod South,Powys 013C,Powys,992,6
W01000457,Llandrinio,Powys 002B,Powys,1376,8
W01000458,Llandysilio,Powys 002C,Powys,1370,8
W01000459,Llanelwedd,Powys 014D,Powys,1262,7
W01000460,Llanfair Caereinion,Powys 006B,Powys,1163,7
W01000461,Llanfyllin,Powys 001A,Powys,947,5
W01000464,Llangunllo,Powys 011D,Powys,1296,7
W01000465,Llangynidr,Powys 018E,Powys,1526,8
W01000466,Llanidloes 1,Powys 010C,Powys,1525,8
W01000467,Llanidloes 2,Powys 010D,Powys,1517,8
W01000470,Llansantffraid,Powys 001D,Powys,1236,7
W01000471,Llanwrtyd Wells,Powys 014E,Powys,1053,6
W01000472,Llanyre,Powys 012C,Powys,1421,8
W01000473,Machynlleth,Powys 004C,Powys,1129,6
W01000474,Maescar/Llywel,Powys 020B,Powys,1186,7
W01000475,Meifod & Llanfihangel,Powys 001E,Powys,1249,7
W01000476,Montgomery,Powys 005C,Powys,1494,8
W01000477,Nantmel,Powys 012D,Powys,1222,7
W01000478,Newtown Central 1,Powys 009A,Powys,394,3
W01000479,Newtown Central 2,Powys 009B,Powys,537,3
W01000480,Newtown East,Powys 008A,Powys,469,3
W01000481,Newtown Llanllwchaiarn North,Powys 008B,Powys,1692,9
W01000482,Newtown Llanllwchaiarn West,Powys 008C,Powys,1552,9
W01000483,Newtown South,Powys 009C,Powys,318,2
W01000484,Old Radnor,Powys 011E,Powys,1323,7
W01000485,Presteigne 1,Powys 011F,Powys,1438,8
W01000486,Presteigne 2,Powys 011G,Powys,1211,7
W01000487,Rhayader,Powys 012E,Powys,1007,6
W01000488,Rhiwcynon,Powys 006C,Powys,1269,7
W01000489,St. David Within,Powys 017A,Powys,1073,6
W01000492,St. Mary 1,Powys 017D,Powys,1190,7
W01000493,St. Mary 2,Powys 017E,Powys,1705,9
W01000494,Talgarth,Powys 015E,Powys,1260,7
W01000496,Tawe-Uchaf,Powys 021B,Powys,1004,6
W01000497,Trewern,Powys 005D,Powys,1250,7
W01000498,Welshpool Castle,Powys 003A,Powys,296,2
W01000499,Welshpool Gungrog 1,Powys 003B,Powys,561,3
W01000500,Welshpool Gungrog 2,Powys 003C,Powys,1140,6
W01000501,Welshpool Llanerchyddol,Powys 003D,Powys,1172,7
W01000502,Ynyscedwyn,Powys 021C,Powys,965,6
W01000503,Yscir,Powys 020C,Powys,1488,8
W01000504,Ystradgynlais 1,Powys 021D,Powys,158,1
W01000505,Ystradgynlais 2,Powys 021E,Powys,813,5
W01000506,Aberaeron,Ceredigion 005A,Ceredigion,1413,8
W01000507,Aberporth 1,Ceredigion 009A,Ceredigion,1302,7
W01000508,Aberporth 2,Ceredigion 009B,Ceredigion,677,4
W01000509,Aberteifi/Cardigan - Mwldan,Ceredigion 009C,Ceredigion,962,6
W01000510,Aberteifi/Cardigan - Rhyd-y-Fuwch,Ceredigion 009D,Ceredigion,529,3
W01000511,Aberteifi/Cardigan - Teifi,Ceredigion 009E,Ceredigion,149,1
W01000512,Aberystwyth Bronglais,Ceredigion 002A,Ceredigion,1806,10
W01000513,Aberystwyth Canol/Central,Ceredigion 002B,Ceredigion,1303,7
W01000515,Aberystwyth Penparcau 1,Ceredigion 003A,Ceredigion,536,3
W01000516,Aberystwyth Penparcau 2,Ceredigion 003B,Ceredigion,591,4
W01000517,Aberystwyth Rheidol 1,Ceredigion 002D,Ceredigion,1348,8
W01000518,Aberystwyth Rheidol 2,Ceredigion 003C,Ceredigion,923,5
W01000519,Beulah,Ceredigion 010A,Ceredigion,1084,6
W01000522,Capel Dewi,Ceredigion 010B,Ceredigion,806,5
W01000523,Ceulanamaesmawr,Ceredigion 001C,Ceredigion,1311,7
W01000524,Ciliau Aeron,Ceredigion 005B,Ceredigion,1141,6
W01000525,Faenor 1,Ceredigion 011A,Ceredigion,1787,10
W01000527,Lampeter 1,Ceredigion 008A,Ceredigion,1591,9
W01000528,Lampeter 2,Ceredigion 008B,Ceredigion,881,5
W01000529,Llanarth,Ceredigion 007A,Ceredigion,826,5
W01000531,Llandyfriog,Ceredigion 010C,Ceredigion,847,5
W01000532,Llandysiliogogo,Ceredigion 007B,Ceredigion,1220,7
W01000533,Llandysul Town,Ceredigion 010D,Ceredigion,797,5
W01000534,Llanfarian,Ceredigion 011B,Ceredigion,1592,9
W01000535,Llanfihangel Ystrad,Ceredigion 008C,Ceredigion,820,5
W01000536,Llangeitho,Ceredigion 011E,Ceredigion,843,5
W01000537,Llangybi,Ceredigion 008D,Ceredigion,863,5
W01000538,Llanrhystyd,Ceredigion 005C,Ceredigion,1054,6
W01000539,Llansantffraed 1,Ceredigion 005D,Ceredigion,979,6
W01000540,Llansantffraed 2,Ceredigion 005E,Ceredigion,1131,6
W01000541,Llanwenog,Ceredigion 008E,Ceredigion,968,6
W01000542,Lledrod,Ceredigion 011F,Ceredigion,819,5
W01000543,Melindwr,Ceredigion 011C,Ceredigion,1001,6
W01000544,New Quay,Ceredigion 007C,Ceredigion,946,5
W01000545,Penbryn,Ceredigion 007D,Ceredigion,1218,7
W01000546,Pen-parc 1,Ceredigion 009F,Ceredigion,916,5
W01000547,Pen-parc 2,Ceredigion 009G,Ceredigion,1351,8
W01000548,Tirymynach,Ceredigion 001D,Ceredigion,1300,7
W01000549,Trefeurig,Ceredigion 001E,Ceredigion,1575,9
W01000550,Tregaron,Ceredigion 011G,Ceredigion,1107,6
W01000551,Troedyraur,Ceredigion 010E,Ceredigion,876,5
W01000552,Ystwyth,Ceredigion 011D,Ceredigion,1349,8
W01000553,Amroth,Pembrokeshire 011A,Pembrokeshire,1181,7
W01000554,Burton,Pembrokeshire 009A,Pembrokeshire,1420,8
W01000555,Camrose 1,Pembrokeshire 008A,Pembrokeshire,1419,8
W01000556,Camrose 2,Pembrokeshire 008B,Pembrokeshire,1307,7
W01000557,Carew,Pembrokeshire 014A,Pembrokeshire,1347,8
W01000558,Cilgerran,Pembrokeshire 001A,Pembrokeshire,1010,6
W01000559,Clydau,Pembrokeshire 001B,Pembrokeshire,970,6
W01000560,Crymych 1,Pembrokeshire 001C,Pembrokeshire,1112,6
W01000561,Crymych 2,Pembrokeshire 001D,Pembrokeshire,1156,7
W01000562,Dinas Cross,Pembrokeshire 002A,Pembrokeshire,1324,7
W01000563,East Williamston 1,Pembrokeshire 011B,Pembrokeshire,1100,6
W01000564,East Williamston 2,Pembrokeshire 011C,Pembrokeshire,1299,7
W01000565,Fishguard North East,Pembrokeshire 002B,Pembrokeshire,1147,7
W01000566,Fishguard North West,Pembrokeshire 002C,Pembrokeshire,769,5
W01000567,Goodwick,Pembrokeshire 002D,Pembrokeshire,834,5
W01000568,Haverfordwest: Castle,Pembrokeshire 005A,Pembrokeshire,488,3
W01000569,Haverfordwest: Garth 1,Pembrokeshire 005B,Pembrokeshire,1492,8
W01000570,Haverfordwest: Garth 2,Pembrokeshire 005C,Pembrokeshire,104,1
W01000571,Haverfordwest: Portfield,Pembrokeshire 006A,Pembrokeshire,1035,6
W01000572,Haverfordwest: Prendergast,Pembrokeshire 005D,Pembrokeshire,1201,7
W01000573,Haverfordwest: Priory,Pembrokeshire 006B,Pembrokeshire,1265,7
W01000574,Hundleton,Pembrokeshire 015A,Pembrokeshire,1103,6
W01000575,Johnston,Pembrokeshire 008C,Pembrokeshire,1020,6
W01000576,Kilgetty/Begelly,Pembrokeshire 011D,Pembrokeshire,951,5
W01000577,Lampeter Velfrey,Pembrokeshire 007A,Pembrokeshire,1365,8
W01000578,Lamphey,Pembrokeshire 014B,Pembrokeshire,1226,7
W01000579,Letterston,Pembrokeshire 003A,Pembrokeshire,1075,6
W01000580,Llangwm,Pembrokeshire 009B,Pembrokeshire,1423,8
W01000581,Llanrhian,Pembrokeshire 003B,Pembrokeshire,1165,7
W01000582,Maenclochog 1,Pembrokeshire 004A,Pembrokeshire,1043,6
W01000583,Maenclochog 2,Pembrokeshire 004B,Pembrokeshire,1288,7
W01000584,Manorbier,Pembrokeshire 014C,Pembrokeshire,1051,6
W01000585,Martletwy,Pembrokeshire 007B,Pembrokeshire,1301,7
W01000586,Merlin's Bridge,Pembrokeshire 006C,Pembrokeshire,597,4
W01000587,Milford: Central,Pembrokeshire 010A,Pembrokeshire,743,4
W01000588,Milford: East,Pembrokeshire 010B,Pembrokeshire,508,3
W01000589,Milford: Hakin 1,Pembrokeshire 012A,Pembrokeshire,654,4
W01000590,Milford: Hakin 2,Pembrokeshire 012B,Pembrokeshire,728,4
W01000591,Milford: Hubberston 1,Pembrokeshire 012C,Pembrokeshire,684,4
W01000592,Milford: Hubberston 2,Pembrokeshire 012D,Pembrokeshire,173,1
W01000593,Milford: North,Pembrokeshire 010C,Pembrokeshire,896,5
W01000594,Milford: West,Pembrokeshire 012E,Pembrokeshire,363,2
W01000595,Narberth,Pembrokeshire 007C,Pembrokeshire,1085,6
W01000596,Narberth Rural,Pembrokeshire 007D,Pembrokeshire,1407,8
W01000597,Newport,Pembrokeshire 002E,Pembrokeshire,1326,7
W01000598,Neyland: East,Pembrokeshire 009C,Pembrokeshire,1079,6
W01000599,Neyland: West,Pembrokeshire 009D,Pembrokeshire,856,5
W01000600,Pembroke Dock: Central,Pembrokeshire 013A,Pembrokeshire,201,2
W01000601,Pembroke Dock: Llanion 1,Pembrokeshire 013B,Pembrokeshire,67,1
W01000602,Pembroke Dock: Llanion 2,Pembrokeshire 013C,Pembrokeshire,707,4
W01000603,Pembroke Dock: Market,Pembrokeshire 013D,Pembrokeshire,703,4
W01000604,Pembroke Dock: Pennar 1,Pembrokeshire 013E,Pembrokeshire,487,3
W01000605,Pembroke Dock: Pennar 2,Pembrokeshire 013F,Pembrokeshire,714,4
W01000606,Pembroke: Monkton,Pembrokeshire 015B,Pembrokeshire,80,1
W01000607,Pembroke: St. Mary North,Pembrokeshire 015C,Pembrokeshire,411,3
W01000608,Pembroke: St. Mary South,Pembrokeshire 015D,Pembrokeshire,572,3
W01000609,Pembroke: St. Michael,Pembrokeshire 014D,Pembrokeshire,1457,8
W01000610,Penally,Pembrokeshire 016A,Pembrokeshire,1506,8
W01000611,Rudbaxton,Pembrokeshire 004C,Pembrokeshire,1530,9
W01000612,St. David's,Pembrokeshire 003C,Pembrokeshire,1121,6
W01000613,St. Dogmaels,Pembrokeshire 001E,Pembrokeshire,1109,6
W01000614,St. Ishmael's,Pembrokeshire 008D,Pembrokeshire,1019,6
W01000615,Saundersfoot 1,Pembrokeshire 011E,Pembrokeshire,1569,9
W01000616,Saundersfoot 2,Pembrokeshire 011F,Pembrokeshire,1384,8
W01000617,Scleddau,Pembrokeshire 002F,Pembrokeshire,816,5
W01000618,Solva,Pembrokeshire 003D,Pembrokeshire,1171,7
W01000619,Tenby: North,Pembrokeshire 016B,Pembrokeshire,1541,9
W01000620,Tenby: South 1,Pembrokeshire 016C,Pembrokeshire,1189,7
W01000621,Tenby: South 2,Pembrokeshire 016D,Pembrokeshire,772,5
W01000622,The Havens,Pembrokeshire 008E,Pembrokeshire,1359,8
W01000623,Wiston,Pembrokeshire 004D,Pembrokeshire,1273,7
W01000624,Abergwili,Carmarthenshire 005A,Carmarthenshire,1516,8
W01000625,Ammanford 1,Carmarthenshire 013A,Carmarthenshire,291,2
W01000626,Ammanford 2,Carmarthenshire 013B,Carmarthenshire,534,3
W01000627,Betws,Carmarthenshire 013C,Carmarthenshire,849,5
W01000628,Bigyn 1,Carmarthenshire 024A,Carmarthenshire,1015,6
W01000629,Bigyn 2,Carmarthenshire 024B,Carmarthenshire,859,5
W01000630,Bigyn 3,Carmarthenshire 024C,Carmarthenshire,967,6
W01000631,Bigyn 4,Carmarthenshire 024D,Carmarthenshire,124,1
W01000632,Burry Port 1,Carmarthenshire 021A,Carmarthenshire,796,5
W01000633,Burry Port 2,Carmarthenshire 021B,Carmarthenshire,479,3
W01000634,Burry Port 3,Carmarthenshire 021C,Carmarthenshire,1379,8
W01000635,Bynea 1,Carmarthenshire 025A,Carmarthenshire,1072,6
W01000636,Bynea 2,Carmarthenshire 025B,Carmarthenshire,673,4
W01000637,Carmarthen Town North 1,Carmarthenshire 007A,Carmarthenshire,644,4
W01000638,Carmarthen Town North 2,Carmarthenshire 007B,Carmarthenshire,266,2
W01000639,Carmarthen Town North 3,Carmarthenshire 007C,Carmarthenshire,1080,6
W01000640,Carmarthen Town North 4,Carmarthenshire 007D,Carmarthenshire,1761,10
W01000641,Carmarthen Town South 1,Carmarthenshire 008A,Carmarthenshire,464,3
W01000642,Carmarthen Town South 2,Carmarthenshire 008B,Carmarthenshire,1240,7
W01000643,Carmarthen Town West 1,Carmarthenshire 006A,Carmarthenshire,931,5
W01000644,Carmarthen Town West 2,Carmarthenshire 006B,Carmarthenshire,1476,8
W01000645,Carmarthen Town West 3,Carmarthenshire 006C,Carmarthenshire,1104,6
W01000646,Cenarth,Carmarthenshire 003A,Carmarthenshire,735,4
W01000647,Cilycwm,Carmarthenshire 002A,Carmarthenshire,996,6
W01000648,Cynwyl Elfed 1,Carmarthenshire 006D,Carmarthenshire,999,6
W01000649,Cynwyl Elfed 2,Carmarthenshire 006E,Carmarthenshire,1427,8
W01000650,Cynwyl Gaeo,Carmarthenshire 002B,Carmarthenshire,928,5
W01000651,Dafen 1,Carmarthenshire 020A,Carmarthenshire,1263,7
W01000652,Dafen 2,Carmarthenshire 020B,Carmarthenshire,672,4
W01000653,Elli 1,Carmarthenshire 023A,Carmarthenshire,1113,6
W01000654,Elli 2,Carmarthenshire 023B,Carmarthenshire,543,3
W01000655,Felinfoel,Carmarthenshire 020C,Carmarthenshire,475,3
W01000656,Garnant,Carmarthenshire 010A,Carmarthenshire,666,4
W01000657,Glanamman 1,Carmarthenshire 010B,Carmarthenshire,478,3
W01000658,Glanamman 2,Carmarthenshire 010C,Carmarthenshire,539,3
W01000659,Glanymor 1,Carmarthenshire 026A,Carmarthenshire,194,2
W01000660,Glanymor 2,Carmarthenshire 026B,Carmarthenshire,349,2
W01000662,Glyn (Carmarthenshire),Carmarthenshire 016A,Carmarthenshire,904,5
W01000663,Gorslas 1,Carmarthenshire 016B,Carmarthenshire,1352,8
W01000664,Gorslas 2,Carmarthenshire 016C,Carmarthenshire,1277,7
W01000665,Hendy 1,Carmarthenshire 017A,Carmarthenshire,1777,10
W01000666,Hendy 2,Carmarthenshire 017B,Carmarthenshire,1069,6
W01000667,Hengoed (Carmarthenshire) 1,Carmarthenshire 023C,Carmarthenshire,1098,6
W01000670,Kidwelly 1,Carmarthenshire 018A,Carmarthenshire,403,3
W01000671,Kidwelly 2,Carmarthenshire 018B,Carmarthenshire,1089,6
W01000672,Laugharne Township 1,Carmarthenshire 027E,Carmarthenshire,729,4
W01000673,Laugharne Township 2,Carmarthenshire 027F,Carmarthenshire,1096,6
W01000674,Llanboidy,Carmarthenshire 027A,Carmarthenshire,1030,6
W01000675,Llanddarog,Carmarthenshire 012A,Carmarthenshire,1280,7
W01000676,Llandeilo 1,Carmarthenshire 004A,Carmarthenshire,1416,8
W01000677,Llandeilo 2,Carmarthenshire 004B,Carmarthenshire,857,5
W01000678,Llandovery 1,Carmarthenshire 002C,Carmarthenshire,756,4
W01000679,Llandovery 2,Carmarthenshire 002D,Carmarthenshire,1243,7
W01000680,Llandybie 1,Carmarthenshire 011A,Carmarthenshire,1440,8
W01000681,Llandybie 2,Carmarthenshire 011B,Carmarthenshire,646,4
W01000682,Llanegwad 1,Carmarthenshire 005B,Carmarthenshire,1394,8
W01000683,Llanegwad 2,Carmarthenshire 005C,Carmarthenshire,726,4
W01000684,Llanfihangel Aberbythych,Carmarthenshire 005D,Carmarthenshire,1256,7
W01000685,Llanfihangel-ar-Arth 1,Carmarthenshire 001A,Carmarthenshire,766,5
W01000686,Llanfihangel-ar-Arth 2,Carmarthenshire 001B,Carmarthenshire,1317,7
W01000687,Llangadog,Carmarthenshire 004C,Carmarthenshire,960,6
W01000688,Llangeler 1,Carmarthenshire 003B,Carmarthenshire,578,4
W01000689,Llangeler 2,Carmarthenshire 003C,Carmarthenshire,1048,6
W01000690,Llangennech 1,Carmarthenshire 019A,Carmarthenshire,1325,7
W01000691,Llangennech 2,Carmarthenshire 019B,Carmarthenshire,1012,6
W01000692,Llangennech 3,Carmarthenshire 019C,Carmarthenshire,1210,7
W01000693,Llangunnor 1,Carmarthenshire 008C,Carmarthenshire,937,5
W01000694,Llangunnor 2,Carmarthenshire 008D,Carmarthenshire,1402,8
W01000695,Llangyndeyrn 1,Carmarthenshire 012B,Carmarthenshire,560,3
W01000696,Llangyndeyrn 2,Carmarthenshire 012C,Carmarthenshire,883,5
W01000697,Llannon 1,Carmarthenshire 015A,Carmarthenshire,693,4
W01000698,Llannon 2,Carmarthenshire 015B,Carmarthenshire,788,5
W01000699,Llannon 3,Carmarthenshire 015C,Carmarthenshire,1337,7
W01000700,Llansteffan,Carmarthenshire 027G,Carmarthenshire,1088,6
W01000701,Llanybydder 1,Carmarthenshire 001C,Carmarthenshire,1052,6
W01000702,Llanybydder 2,Carmarthenshire 001D,Carmarthenshire,736,4
W01000703,Lliedi 1,Carmarthenshire 022A,Carmarthenshire,609,4
W01000704,Lliedi 2,Carmarthenshire 022B,Carmarthenshire,1373,8
W01000705,Lliedi 3,Carmarthenshire 022C,Carmarthenshire,358,2
W01000706,Llwynhendy 1,Carmarthenshire 025C,Carmarthenshire,801,5
W01000707,Llwynhendy 2,Carmarthenshire 025D,Carmarthenshire,294,2
W01000708,Llwynhendy 3,Carmarthenshire 025E,Carmarthenshire,125,1
W01000709,Manordeilo and Salem,Carmarthenshire 004D,Carmarthenshire,1090,6
W01000710,Pembrey 1,Carmarthenshire 021D,Carmarthenshire,1637,9
W01000711,Pembrey 2,Carmarthenshire 021E,Carmarthenshire,400,3
W01000712,Penygroes (Carmarthenshire) 1,Carmarthenshire 015D,Carmarthenshire,1279,7
W01000713,Penygroes (Carmarthenshire) 2,Carmarthenshire 015E,Carmarthenshire,984,6
W01000714,Pontamman 1,Carmarthenshire 013D,Carmarthenshire,554,3
W01000715,Pontamman 2,Carmarthenshire 013E,Carmarthenshire,1521,8
W01000716,Pontyberem 1,Carmarthenshire 016D,Carmarthenshire,1143,6
W01000717,Pontyberem 2,Carmarthenshire 016E,Carmarthenshire,802,5
W01000718,Quarter Bach 1,Carmarthenshire 010D,Carmarthenshire,660,4
W01000719,Quarter Bach 2,Carmarthenshire 010E,Carmarthenshire,774,5
W01000720,St. Clears 1,Carmarthenshire 027B,Carmarthenshire,1127,6
W01000721,St. Clears 2,Carmarthenshire 027C,Carmarthenshire,1138,6
W01000722,St. Ishmael 1,Carmarthenshire 012D,Carmarthenshire,1545,9
W01000723,St. Ishmael 2,Carmarthenshire 012E,Carmarthenshire,837,5
W01000724,Saron 1,Carmarthenshire 011C,Carmarthenshire,694,4
W01000725,Saron 2,Carmarthenshire 011D,Carmarthenshire,899,5
W01000726,Swiss Valley 1,Carmarthenshire 019D,Carmarthenshire,1745,10
W01000727,Swiss Valley 2,Carmarthenshire 019E,Carmarthenshire,1363,8
W01000728,Trelech,Carmarthenshire 003D,Carmarthenshire,884,5
W01000729,Trimsaran 1,Carmarthenshire 018C,Carmarthenshire,320,2
W01000730,Trimsaran 2,Carmarthenshire 018D,Carmarthenshire,594,4
W01000731,Tycroes,Carmarthenshire 017C,Carmarthenshire,1198,7
W01000732,Tyisha 1,Carmarthenshire 026D,Carmarthenshire,505,3
W01000733,Tyisha 2,Carmarthenshire 026E,Carmarthenshire,55,1
W01000734,Tyisha 3,Carmarthenshire 026F,Carmarthenshire,187,1
W01000735,Whitland,Carmarthenshire 027D,Carmarthenshire,1191,7
W01000736,Bishopston 1,Swansea 028A,Swansea,1828,10
W01000737,Bishopston 2,Swansea 028B,Swansea,1681,9
W01000738,Bonymaen 1,Swansea 014A,Swansea,102,1
W01000739,Bonymaen 2,Swansea 014B,Swansea,331,2
W01000740,Bonymaen 3,Swansea 014C,Swansea,827,5
W01000741,Bonymaen 4,Swansea 014D,Swansea,380,2
W01000742,Castle 1,Swansea 016A,Swansea,33,1
W01000744,Castle 3,Swansea 016B,Swansea,292,2
W01000745,Castle 4,Swansea 025B,Swansea,356,2
W01000746,Castle 5,Swansea 025C,Swansea,762,4
W01000747,Castle 6,Swansea 024A,Swansea,891,5
W01000749,Castle 8,Swansea 026A,Swansea,614,4
W01000750,Clydach 1,Swansea 002A,Swansea,657,4
W01000751,Clydach 2,Swansea 002B,Swansea,1563,9
W01000752,Clydach 3,Swansea 002C,Swansea,325,2
W01000753,Clydach 4,Swansea 002D,Swansea,724,4
W01000754,Clydach 5,Swansea 002E,Swansea,759,4
W01000755,Cockett 1,Swansea 017A,Swansea,1037,6
W01000756,Cockett 2,Swansea 017B,Swansea,224,2
W01000757,Cockett 3,Swansea 017C,Swansea,906,5
W01000758,Cockett 4,Swansea 017D,Swansea,1195,7
W01000759,Cockett 5,Swansea 012A,Swansea,1430,8
W01000760,Cockett 6,Swansea 013A,Swansea,754,4
W01000761,Cockett 7,Swansea 013B,Swansea,791,5
W01000762,Cockett 8,Swansea 013C,Swansea,217,2
W01000763,Cwmbwrla 1,Swansea 015A,Swansea,939,5
W01000764,Cwmbwrla 2,Swansea 015B,Swansea,921,5
W01000765,Cwmbwrla 3,Swansea 015C,Swansea,818,5
W01000766,Cwmbwrla 4,Swansea 015D,Swansea,1294,7
W01000767,Cwmbwrla 5,Swansea 015E,Swansea,502,3
W01000768,Dunvant 1,Swansea 020A,Swansea,1558,9
W01000769,Dunvant 2,Swansea 020B,Swansea,1701,9
W01000770,Dunvant 3,Swansea 020C,Swansea,1820,10
W01000771,Fairwood 2,Swansea 020D,Swansea,1446,8
W01000772,Fairwood 1,Swansea 018A,Swansea,1639,9
W01000773,Gorseinon 1,Swansea 005A,Swansea,631,4
W01000774,Gorseinon 2,Swansea 005B,Swansea,998,6
W01000775,Gower (Swansea) 1,Swansea 030A,Swansea,1445,8
W01000776,Gower (Swansea) 2,Swansea 030B,Swansea,1538,9
W01000777,Gowerton 1,Swansea 012B,Swansea,1707,9
W01000778,Gowerton 2,Swansea 012C,Swansea,1648,9
W01000779,Gowerton 3,Swansea 012D,Swansea,1061,6
W01000781,Killay North 2,Swansea 023B,Swansea,1908,10
W01000782,Killay South 1,Swansea 023C,Swansea,1759,10
W01000784,Kingsbridge 1,Swansea 007A,Swansea,1321,7
W01000785,Kingsbridge 2,Swansea 007B,Swansea,1794,10
W01000786,Kingsbridge 3,Swansea 007C,Swansea,1601,9
W01000787,Landore 1,Swansea 016C,Swansea,585,4
W01000788,Landore 2,Swansea 016D,Swansea,302,2
W01000789,Landore 3,Swansea 016E,Swansea,234,2
W01000790,Landore 4,Swansea 016F,Swansea,271,2
W01000791,Llangyfelach 1,Swansea 004A,Swansea,1721,10
W01000792,Llangyfelach 2,Swansea 004B,Swansea,1720,10
W01000793,Llangyfelach 3,Swansea 004C,Swansea,1734,10
W01000794,Llansamlet 1,Swansea 010A,Swansea,882,5
W01000795,Llansamlet 2,Swansea 006A,Swansea,1651,9
W01000796,Llansamlet 3,Swansea 006B,Swansea,1388,8
W01000797,Llansamlet 4,Swansea 010B,Swansea,1397,8
W01000798,Llansamlet 5,Swansea 010C,Swansea,1160,7
W01000799,Llansamlet 6,Swansea 010D,Swansea,269,2
W01000800,Llansamlet 7,Swansea 006C,Swansea,1694,9
W01000801,Llansamlet 8,Swansea 006D,Swansea,207,2
W01000802,Lower Loughor,Swansea 007D,Swansea,793,5
W01000803,Mawr,Swansea 002F,Swansea,1036,6
W01000804,Mayals 1,Swansea 028C,Swansea,1873,10
W01000805,Mayals 2,Swansea 028D,Swansea,1883,10
W01000806,Morriston 1,Swansea 003A,Swansea,991,6
W01000807,Morriston 2,Swansea 003B,Swansea,1613,9
W01000808,Morriston 3,Swansea 003C,Swansea,1092,6
W01000809,Morriston 4,Swansea 008A,Swansea,695,4
W01000810,Morriston 5,Swansea 003D,Swansea,119,1
W01000811,Morriston 6,Swansea 008B,Swansea,336,2
W01000812,Morriston 7,Swansea 008C,Swansea,140,1
W01000813,Morriston 8,Swansea 008D,Swansea,1187,7
W01000814,Morriston 9,Swansea 008E,Swansea,116,1
W01000815,Morriston 10,Swansea 003E,Swansea,1579,9
W01000816,Morriston 11,Swansea 003F,Swansea,1577,9
W01000817,Mynyddbach 1,Swansea 009A,Swansea,43,1
W01000818,Mynyddbach 2,Swansea 009B,Swansea,332,2
W01000819,Mynyddbach 3,Swansea 009C,Swansea,1628,9
W01000820,Mynyddbach 4,Swansea 009D,Swansea,895,5
W01000821,Mynyddbach 5,Swansea 009E,Swansea,930,5
W01000822,Mynyddbach 6,Swansea 009F,Swansea,1261,7
W01000823,Newton (Swansea) 1,Swansea 031A,Swansea,1885,10
W01000824,Newton (Swansea) 2,Swansea 031B,Swansea,1784,10
W01000825,Oystermouth 1,Swansea 031C,Swansea,1666,9
W01000826,Oystermouth 2,Swansea 031D,Swansea,1670,9
W01000827,Oystermouth 3,Swansea 031E,Swansea,1879,10
W01000828,Penclawdd 1,Swansea 018B,Swansea,1560,9
